pin,status,claim_class,claim_date,verdict,reason,rule,citation_count,first_citation,near_miss_strings,tax_sale_rows,scavenger_rows
31-26-300-062-0000,Associated Parcel - Inventory,NO_CLAIM,,NOT_CHECKABLE,no-county-checkable-claim,,0,,,2,0
31-26-300-063-0000,Associated Parcel - Inventory,NO_CLAIM,,NOT_CHECKABLE,no-county-checkable-claim,,0,,,1,0
31-26-305-008-0000,Sold,DISPOSED,2017-03-01,SUPPORTED,,D1,1,wvhk-k5uv 1707329096 2017-03-10 SOUTH SUBURBAN LAND BANK -> B.T.L. EMPIRE LLC,,0,0
31-26-306-016-0000,Sold,DISPOSED,2025-06-05,SUPPORTED,,D1,1,wvhk-k5uv 2517630121 2025-06-02 SOUTH SUBURBAN LAND BANK AND DEVELOPMENT AUTHORITY -> CASTLE RIDGE BUILDERS LLC,,3,0
31-26-313-052-0000,Sold,DISPOSED,2016-08-01,SUPPORTED,,D1,1,wvhk-k5uv 1628001061 2016-08-23 SOUTH SUBURBAN LAND BANK AND DEVELOPMENT AUTHORITY -> JOEL O. AYAMOLOWO,,0,0
31-26-314-022-0000,Sold,DISPOSED,2020-09-30,SUPPORTED,,D1,1,wvhk-k5uv 2029617019 2020-09-30 SOUTH SUBURBAN LAND BANK -> THALASSA M.  MILLWOOD,,0,0
31-26-402-009-0000,Acquisition Underway,NO_CLAIM,,NOT_CHECKABLE,no-county-checkable-claim,,0,,,1,0
31-26-403-006-0000,Sold,DISPOSED,2024-01-09,SUPPORTED,,D1,1,"wvhk-k5uv 2401813106 2023-12-21 SOUTH SUBURBAN LAND BANK AND DEVELOPMENT AUTHORITY -> JAN MAREK DUDA ENTERPRISES, INC.",,1,0
31-26-408-017-0000,Sold,DISPOSED,2023-11-13,SUPPORTED,,D1,1,wvhk-k5uv 2332033005 2023-11-03 SOUTH SUBURBAN LAND BANK AND DEVELOPMENT AUTHORITY -> CASTLE RIDGE BUILDERS LLC,,0,0
31-26-410-010-0000,Sold,DISPOSED,2023-11-17,SUPPORTED,,D1,1,wvhk-k5uv 2336013249 2023-11-03 SOUTH SUBURBAN LAND BANK AND DEVELOPMENT AUTHORITY -> M & M HOME SOLUTIONS LLC,,1,0
31-26-412-004-0000,Sold,DISPOSED,2019-07-29,SUPPORTED,,D1,1,"wvhk-k5uv 1921908090 2019-07-29 SOUTH SUBURBAN LAND BANK -> DINU`S CONSTRUCTION, INC.",,0,0
31-26-412-010-0000,Sold,DISPOSED,2023-10-10,SUPPORTED,,D1,1,wvhk-k5uv 2329755142 2023-09-15 SOUTH SUBURBAN LAND BANK AND DEVELOPMENT AUTHORITY -> GUSTAVO ARIAS,,2,0
31-26-412-016-0000,Sold,DISPOSED,2024-05-22,SUPPORTED,,D1,1,wvhk-k5uv 2414509019 2024-05-14 SOUTH SUBURBAN LAND BANK AND DEVELOPMENT AUTHORITY -> VILLAGE OF PARK FOREST,,1,0
31-26-415-013-0000,Sold,DISPOSED,2026-03-11,SUPPORTED,,D1,1,wvhk-k5uv 2607211061 2026-02-19 SOUTH SUBURBAN LAND BANK AND DEVELOPMENT AUTHORITY -> DENNIS BURRIS,,0,0
31-26-416-015-0000,Acquisition Underway,NO_CLAIM,,NOT_CHECKABLE,no-county-checkable-claim,,0,,,1,0
31-26-418-001-0000,Sold,DISPOSED,2022-01-25,SUPPORTED,,D1,1,wvhk-k5uv 2205934040 2022-01-05 SOUTH SUBURBAN LAND BANK AND DEVELOPMENT AUTHORITY -> MILSBY CUSTOMIZED HOMES AND RENOVATION SPECIALIST INC.,,3,0
31-26-420-015-0000,Sold,DISPOSED,2019-10-01,SUPPORTED,,D1,1,wvhk-k5uv 1928241094 2019-09-16 SOUTH SUBURBAN LAND BANK -> PRESTIGE HOUSING SOLUTION,,1,0
31-27-301-002-0000,Secured Inventory - Active,HELD,,UNSUPPORTED_NO_RECORD,,H4,1,"wvhk-k5uv,3723-97qp   no machine-readable record found in the queried datasets",,4,0
31-27-302-005-0000,Acquisition Method Failure,NO_CLAIM,,NOT_CHECKABLE,no-county-checkable-claim,,0,,,2,0
31-27-307-030-0000,Secured Inventory - Active,HELD,,UNSUPPORTED_NO_RECORD,,H4,1,"wvhk-k5uv,3723-97qp   no machine-readable record found in the queried datasets",,0,0
31-27-310-003-0000,Sold,DISPOSED,2017-03-01,AMBIGUOUS,,D1+NEAR-MISS,1,wvhk-k5uv 1707610074 2017-03-16 SOUTH SUBURBAN LAND BANK -> ALEJANDRO TORRES,SOUTH SUB LAND BK,0,0
31-27-310-014-0000,Acquisition Method Failure,NO_CLAIM,2019-03-13,NOT_CHECKABLE,no-county-checkable-claim,,0,,,0,0
31-27-314-002-0000,Sold,DISPOSED,2025-05-13,SUPPORTED,,D1,1,"wvhk-k5uv 2514116033 2025-05-09 SOUTH SUBURBAN LAND BANK AND DEVELOPMENT AUTHORITY -> CASTLE RIDGE BUILDERS, LLC",,3,0
31-27-315-015-0000,Acquisition Method Failure,NO_CLAIM,,NOT_CHECKABLE,no-county-checkable-claim,,0,,,1,0
31-27-318-021-0000,Case Dismissed,NO_CLAIM,,NOT_CHECKABLE,no-county-checkable-claim,,0,,,1,0
31-27-318-023-0000,Deed Recorded,CLAIM_UNCLEAR,,NOT_CHECKABLE,status-semantics-unresolved,,0,,,0,0
31-27-402-008-0000,Acquisition Method Failure,NO_CLAIM,,NOT_CHECKABLE,no-county-checkable-claim,,0,,,1,0
31-27-402-044-0000,Secured Inventory - Active,HELD,,UNSUPPORTED_NO_RECORD,,H4,1,"wvhk-k5uv,3723-97qp   no machine-readable record found in the queried datasets",,2,0
31-27-402-051-0000,Secured Inventory - Active,HELD,,UNSUPPORTED_NO_RECORD,,H4,1,"wvhk-k5uv,3723-97qp   no machine-readable record found in the queried datasets",,1,0
31-27-402-053-0000,Secured Inventory - Active,HELD,,UNSUPPORTED_NO_RECORD,,H4,1,"wvhk-k5uv,3723-97qp   no machine-readable record found in the queried datasets",,1,0
31-27-403-027-0000,Sold,DISPOSED,2025-08-12,SUPPORTED,,D1,1,wvhk-k5uv 2522719003 2025-07-25 SOUTH SUBURBAN LAND BANK AND DEVELOPMENT AUTHORITY -> JOSEFINA NIEVES   ANGEL,,3,0
31-27-409-010-0000,Prospecting - Declined,NO_CLAIM,,NOT_CHECKABLE,no-county-checkable-claim,,0,,,1,0
31-27-409-012-0000,Secured Inventory - Active,HELD,,UNSUPPORTED_NO_RECORD,,H4,1,"wvhk-k5uv,3723-97qp   no machine-readable record found in the queried datasets",,0,0
31-27-410-005-0000,Sold,DISPOSED,2025-04-17,SUPPORTED,,D1,1,"wvhk-k5uv 2527410078 2025-04-10 SOUTH SUBURBAN LAND BANK AND DEVELOPMENT AUTHORITY -> CASTLE RIDGE BUILDERS, LLC",,2,0
31-27-410-045-0000,Case Dismissed,NO_CLAIM,,NOT_CHECKABLE,no-county-checkable-claim,,0,,,4,0
31-28-406-011-0000,Acquisition Method Failure,NO_CLAIM,,NOT_CHECKABLE,no-county-checkable-claim,,0,,,0,0
31-32-103-002-0000,Secured Inventory - Active,HELD,,UNSUPPORTED_NO_RECORD,,H4,1,"wvhk-k5uv,3723-97qp   no machine-readable record found in the queried datasets",,0,0
31-32-103-005-0000,Secured Inventory - Active,HELD,,UNSUPPORTED_NO_RECORD,,H4,1,"wvhk-k5uv,3723-97qp   no machine-readable record found in the queried datasets",,2,0
31-32-103-006-0000,Secured Inventory - Active,HELD,,UNSUPPORTED_NO_RECORD,,H4,1,"wvhk-k5uv,3723-97qp   no machine-readable record found in the queried datasets",,2,0
31-32-103-007-0000,Secured Inventory - Active,HELD,,UNSUPPORTED_NO_RECORD,,H4,1,"wvhk-k5uv,3723-97qp   no machine-readable record found in the queried datasets",,2,0
31-32-103-008-0000,Secured Inventory - Active,HELD,,UNSUPPORTED_NO_RECORD,,H4,1,"wvhk-k5uv,3723-97qp   no machine-readable record found in the queried datasets",,2,0
31-32-103-010-0000,Secured Inventory - Active,HELD,,UNSUPPORTED_NO_RECORD,,H4,1,"wvhk-k5uv,3723-97qp   no machine-readable record found in the queried datasets",,0,0
31-32-103-012-0000,Secured Inventory - Active,HELD,,UNSUPPORTED_NO_RECORD,,H4,1,"wvhk-k5uv,3723-97qp   no machine-readable record found in the queried datasets",,0,0
31-32-103-014-0000,Secured Inventory - Active,HELD,,UNSUPPORTED_NO_RECORD,,H4,1,"wvhk-k5uv,3723-97qp   no machine-readable record found in the queried datasets",,0,0
31-32-103-016-0000,Secured Inventory - Active,HELD,,UNSUPPORTED_NO_RECORD,,H4,1,"wvhk-k5uv,3723-97qp   no machine-readable record found in the queried datasets",,2,0
31-32-103-018-0000,Secured Inventory - Active,HELD,,UNSUPPORTED_NO_RECORD,,H4,1,"wvhk-k5uv,3723-97qp   no machine-readable record found in the queried datasets",,2,0
31-32-103-020-0000,Secured Inventory - Active,HELD,,UNSUPPORTED_NO_RECORD,,H4,1,"wvhk-k5uv,3723-97qp   no machine-readable record found in the queried datasets",,0,0
31-32-103-021-0000,Secured Inventory - Active,HELD,,UNSUPPORTED_NO_RECORD,,H4,1,"wvhk-k5uv,3723-97qp   no machine-readable record found in the queried datasets",,0,0
31-32-103-023-0000,Secured Inventory - Active,HELD,,UNSUPPORTED_NO_RECORD,,H4,1,"wvhk-k5uv,3723-97qp   no machine-readable record found in the queried datasets",,0,0
31-32-103-024-0000,Secured Inventory - Active,HELD,,UNSUPPORTED_NO_RECORD,,H4,1,"wvhk-k5uv,3723-97qp   no machine-readable record found in the queried datasets",,2,0
31-32-103-025-0000,Secured Inventory - Active,HELD,,UNSUPPORTED_NO_RECORD,,H4,1,"wvhk-k5uv,3723-97qp   no machine-readable record found in the queried datasets",,0,0
31-32-103-026-0000,Secured Inventory - Active,HELD,,UNSUPPORTED_NO_RECORD,,H4,1,"wvhk-k5uv,3723-97qp   no machine-readable record found in the queried datasets",,2,0
31-32-104-002-0000,Secured Inventory - Active,HELD,,UNSUPPORTED_NO_RECORD,,H4,1,"wvhk-k5uv,3723-97qp   no machine-readable record found in the queried datasets",,0,0
31-32-104-005-0000,Secured Inventory - Active,HELD,,UNSUPPORTED_NO_RECORD,,H4,1,"wvhk-k5uv,3723-97qp   no machine-readable record found in the queried datasets",,0,0
31-32-104-006-0000,Secured Inventory - Active,HELD,,UNSUPPORTED_NO_RECORD,,H4,1,"wvhk-k5uv,3723-97qp   no machine-readable record found in the queried datasets",,2,0
31-32-104-008-0000,Secured Inventory - Active,HELD,,UNSUPPORTED_NO_RECORD,,H4,1,"wvhk-k5uv,3723-97qp   no machine-readable record found in the queried datasets",,2,0
31-32-104-009-0000,Secured Inventory - Active,HELD,,UNSUPPORTED_NO_RECORD,,H4,1,"wvhk-k5uv,3723-97qp   no machine-readable record found in the queried datasets",,0,0
31-32-104-010-0000,Secured Inventory - Active,HELD,,UNSUPPORTED_NO_RECORD,,H4,1,"wvhk-k5uv,3723-97qp   no machine-readable record found in the queried datasets",,0,0
31-32-104-012-0000,Secured Inventory - Active,HELD,,UNSUPPORTED_NO_RECORD,,H4,1,"wvhk-k5uv,3723-97qp   no machine-readable record found in the queried datasets",,0,0
31-32-104-013-0000,Secured Inventory - Active,HELD,,UNSUPPORTED_NO_RECORD,,H4,1,"wvhk-k5uv,3723-97qp   no machine-readable record found in the queried datasets",,0,0
31-32-104-014-0000,Secured Inventory - Active,HELD,,UNSUPPORTED_NO_RECORD,,H4,1,"wvhk-k5uv,3723-97qp   no machine-readable record found in the queried datasets",,0,0
31-32-104-015-0000,Secured Inventory - Active,HELD,,UNSUPPORTED_NO_RECORD,,H4,1,"wvhk-k5uv,3723-97qp   no machine-readable record found in the queried datasets",,0,0
31-32-104-016-0000,Secured Inventory - Active,HELD,,UNSUPPORTED_NO_RECORD,,H4,1,"wvhk-k5uv,3723-97qp   no machine-readable record found in the queried datasets",,0,0
31-32-104-017-0000,Secured Inventory - Active,HELD,,UNSUPPORTED_NO_RECORD,,H4,1,"wvhk-k5uv,3723-97qp   no machine-readable record found in the queried datasets",,0,0
31-32-104-018-0000,Secured Inventory - Active,HELD,,UNSUPPORTED_NO_RECORD,,H4,1,"wvhk-k5uv,3723-97qp   no machine-readable record found in the queried datasets",,0,0
31-32-104-019-0000,Secured Inventory - Active,HELD,,UNSUPPORTED_NO_RECORD,,H4,1,"wvhk-k5uv,3723-97qp   no machine-readable record found in the queried datasets",,0,0
31-32-104-020-0000,Secured Inventory - Active,HELD,,UNSUPPORTED_NO_RECORD,,H4,1,"wvhk-k5uv,3723-97qp   no machine-readable record found in the queried datasets",,0,0
31-32-104-021-0000,Secured Inventory - Active,HELD,,UNSUPPORTED_NO_RECORD,,H4,1,"wvhk-k5uv,3723-97qp   no machine-readable record found in the queried datasets",,0,0
31-32-104-022-0000,Secured Inventory - Active,HELD,,UNSUPPORTED_NO_RECORD,,H4,1,"wvhk-k5uv,3723-97qp   no machine-readable record found in the queried datasets",,0,0
31-32-104-023-0000,Secured Inventory - Active,HELD,,UNSUPPORTED_NO_RECORD,,H4,1,"wvhk-k5uv,3723-97qp   no machine-readable record found in the queried datasets",,0,0
31-32-104-024-0000,Secured Inventory - Active,HELD,,UNSUPPORTED_NO_RECORD,,H4,1,"wvhk-k5uv,3723-97qp   no machine-readable record found in the queried datasets",,0,0
31-32-104-025-0000,Secured Inventory - Active,HELD,,UNSUPPORTED_NO_RECORD,,H4,1,"wvhk-k5uv,3723-97qp   no machine-readable record found in the queried datasets",,0,0
31-32-104-026-0000,Secured Inventory - Active,HELD,,UNSUPPORTED_NO_RECORD,,H4,1,"wvhk-k5uv,3723-97qp   no machine-readable record found in the queried datasets",,0,0
31-32-104-027-0000,Secured Inventory - Active,HELD,,UNSUPPORTED_NO_RECORD,,H4,1,"wvhk-k5uv,3723-97qp   no machine-readable record found in the queried datasets",,0,0
31-32-104-028-0000,Secured Inventory - Active,HELD,,UNSUPPORTED_NO_RECORD,,H4,1,"wvhk-k5uv,3723-97qp   no machine-readable record found in the queried datasets",,0,0
31-32-104-029-0000,Secured Inventory - Active,HELD,,UNSUPPORTED_NO_RECORD,,H4,1,"wvhk-k5uv,3723-97qp   no machine-readable record found in the queried datasets",,2,0
31-32-105-001-0000,Secured Inventory - Active,HELD,,UNSUPPORTED_NO_RECORD,,H4,1,"wvhk-k5uv,3723-97qp   no machine-readable record found in the queried datasets",,0,0
31-32-105-002-0000,Secured Inventory - Active,HELD,,UNSUPPORTED_NO_RECORD,,H4,1,"wvhk-k5uv,3723-97qp   no machine-readable record found in the queried datasets",,2,0
31-32-105-003-0000,Secured Inventory - Active,HELD,,UNSUPPORTED_NO_RECORD,,H4,1,"wvhk-k5uv,3723-97qp   no machine-readable record found in the queried datasets",,2,0
31-32-105-004-0000,Secured Inventory - Active,HELD,,UNSUPPORTED_NO_RECORD,,H4,1,"wvhk-k5uv,3723-97qp   no machine-readable record found in the queried datasets",,0,0
31-32-105-006-0000,Secured Inventory - Active,HELD,,UNSUPPORTED_NO_RECORD,,H4,1,"wvhk-k5uv,3723-97qp   no machine-readable record found in the queried datasets",,2,0
31-32-105-007-0000,Secured Inventory - Active,HELD,,UNSUPPORTED_NO_RECORD,,H4,1,"wvhk-k5uv,3723-97qp   no machine-readable record found in the queried datasets",,0,0
31-32-105-008-0000,Secured Inventory - Active,HELD,,UNSUPPORTED_NO_RECORD,,H4,1,"wvhk-k5uv,3723-97qp   no machine-readable record found in the queried datasets",,2,0
31-32-105-012-0000,Secured Inventory - Active,HELD,,UNSUPPORTED_NO_RECORD,,H4,1,"wvhk-k5uv,3723-97qp   no machine-readable record found in the queried datasets",,2,0
31-32-105-014-0000,Secured Inventory - Active,HELD,,UNSUPPORTED_NO_RECORD,,H4,1,"wvhk-k5uv,3723-97qp   no machine-readable record found in the queried datasets",,2,0
31-32-105-016-0000,Secured Inventory - Active,HELD,,UNSUPPORTED_NO_RECORD,,H4,1,"wvhk-k5uv,3723-97qp   no machine-readable record found in the queried datasets",,2,0
31-32-105-018-0000,Secured Inventory - Active,HELD,,UNSUPPORTED_NO_RECORD,,H4,1,"wvhk-k5uv,3723-97qp   no machine-readable record found in the queried datasets",,2,0
31-32-105-019-0000,Secured Inventory - Active,HELD,,UNSUPPORTED_NO_RECORD,,H4,1,"wvhk-k5uv,3723-97qp   no machine-readable record found in the queried datasets",,0,0
31-32-105-020-0000,Secured Inventory - Active,HELD,,UNSUPPORTED_NO_RECORD,,H4,1,"wvhk-k5uv,3723-97qp   no machine-readable record found in the queried datasets",,0,0
31-32-105-021-0000,Secured Inventory - Active,HELD,,UNSUPPORTED_NO_RECORD,,H4,1,"wvhk-k5uv,3723-97qp   no machine-readable record found in the queried datasets",,0,0
31-32-105-023-0000,Secured Inventory - Active,HELD,,UNSUPPORTED_NO_RECORD,,H4,1,"wvhk-k5uv,3723-97qp   no machine-readable record found in the queried datasets",,0,0
31-32-105-024-0000,Secured Inventory - Active,HELD,,UNSUPPORTED_NO_RECORD,,H4,1,"wvhk-k5uv,3723-97qp   no machine-readable record found in the queried datasets",,2,0
31-32-106-003-0000,Secured Inventory - Active,HELD,,UNSUPPORTED_NO_RECORD,,H4,1,"wvhk-k5uv,3723-97qp   no machine-readable record found in the queried datasets",,0,0
31-32-106-004-0000,Secured Inventory - Active,HELD,,UNSUPPORTED_NO_RECORD,,H4,1,"wvhk-k5uv,3723-97qp   no machine-readable record found in the queried datasets",,2,0
31-32-106-005-0000,Secured Inventory - Active,HELD,,UNSUPPORTED_NO_RECORD,,H4,1,"wvhk-k5uv,3723-97qp   no machine-readable record found in the queried datasets",,2,0
31-32-106-007-0000,Secured Inventory - Active,HELD,,UNSUPPORTED_NO_RECORD,,H4,1,"wvhk-k5uv,3723-97qp   no machine-readable record found in the queried datasets",,2,0
31-32-106-008-0000,Secured Inventory - Active,HELD,,UNSUPPORTED_NO_RECORD,,H4,1,"wvhk-k5uv,3723-97qp   no machine-readable record found in the queried datasets",,2,0
31-32-106-009-0000,Secured Inventory - Active,HELD,,UNSUPPORTED_NO_RECORD,,H4,1,"wvhk-k5uv,3723-97qp   no machine-readable record found in the queried datasets",,2,0
31-32-106-010-0000,Secured Inventory - Active,HELD,,UNSUPPORTED_NO_RECORD,,H4,1,"wvhk-k5uv,3723-97qp   no machine-readable record found in the queried datasets",,0,0
31-32-106-013-0000,Secured Inventory - Active,HELD,,UNSUPPORTED_NO_RECORD,,H4,1,"wvhk-k5uv,3723-97qp   no machine-readable record found in the queried datasets",,2,0
31-32-106-014-0000,Secured Inventory - Active,HELD,,UNSUPPORTED_NO_RECORD,,H4,1,"wvhk-k5uv,3723-97qp   no machine-readable record found in the queried datasets",,0,0
31-32-106-017-0000,Secured Inventory - Active,HELD,,UNSUPPORTED_NO_RECORD,,H4,1,"wvhk-k5uv,3723-97qp   no machine-readable record found in the queried datasets",,2,0
31-32-106-018-0000,Secured Inventory - Active,HELD,,UNSUPPORTED_NO_RECORD,,H4,1,"wvhk-k5uv,3723-97qp   no machine-readable record found in the queried datasets",,2,0
31-32-106-019-0000,Secured Inventory - Active,HELD,,UNSUPPORTED_NO_RECORD,,H4,1,"wvhk-k5uv,3723-97qp   no machine-readable record found in the queried datasets",,0,0
31-32-106-021-0000,Secured Inventory - Active,HELD,,UNSUPPORTED_NO_RECORD,,H4,1,"wvhk-k5uv,3723-97qp   no machine-readable record found in the queried datasets",,0,0
31-32-106-023-0000,Secured Inventory - Active,HELD,,UNSUPPORTED_NO_RECORD,,H4,1,"wvhk-k5uv,3723-97qp   no machine-readable record found in the queried datasets",,2,0
31-33-305-024-0000,Secured Inventory - Active,HELD,,UNSUPPORTED_NO_RECORD,,H4,1,"wvhk-k5uv,3723-97qp   no machine-readable record found in the queried datasets",,4,0
31-33-305-026-0000,Secured Inventory - Active,HELD,,UNSUPPORTED_NO_RECORD,,H4,1,"wvhk-k5uv,3723-97qp   no machine-readable record found in the queried datasets",,4,0
31-33-401-007-0000,Listed,HELD,,UNSUPPORTED_NO_RECORD,,H4,1,"wvhk-k5uv,3723-97qp   no machine-readable record found in the queried datasets",,0,0
31-33-406-021-0000,Case Dismissed,NO_CLAIM,,NOT_CHECKABLE,no-county-checkable-claim,,0,,,1,0
31-33-407-020-0000,Acquisition Method Failure,NO_CLAIM,,NOT_CHECKABLE,county-mismatch,,0,,,0,0
31-34-101-068-0000,Prospecting - Declined,NO_CLAIM,,NOT_CHECKABLE,no-county-checkable-claim,,0,,,1,0
31-34-103-016-0000,Acquisition Method Failure,NO_CLAIM,,NOT_CHECKABLE,no-county-checkable-claim,,0,,,1,0
31-34-403-009-0000,Prospecting - Windshield Survey Requested,NO_CLAIM,,NOT_CHECKABLE,no-county-checkable-claim,,0,,,1,0
31-35-100-038-0000,Sold,DISPOSED,2024-11-19,CONTRADICTED,,D3,17,wvhk-k5uv 2433824102 2024-11-12 None -> None,,0,0
31-35-100-048-0000,Sold,DISPOSED,2024-11-19,CONTRADICTED,,D3,9,wvhk-k5uv 2433824102 2024-11-12 None -> None,,0,0
31-35-100-049-0000,Sold,DISPOSED,2024-11-19,CONTRADICTED,,D3,8,wvhk-k5uv 2433824102 2024-11-12 None -> None,,0,0
31-35-100-053-0000,Sold,DISPOSED,2024-11-19,CONTRADICTED,,D3,16,wvhk-k5uv 2433824102 2024-11-12 None -> None,,0,0
31-35-100-054-0000,Sold,DISPOSED,2024-11-19,CONTRADICTED,,D3,9,wvhk-k5uv 2433824102 2024-11-12 None -> None,,0,0
31-35-102-001-0000,Sold,DISPOSED,2022-06-08,SUPPORTED,,D1,1,wvhk-k5uv 2216521134 2022-05-31 SOUTH SUBURBAN LAND BANK AND DEVELOPMENT AUTHORITY -> ZENAH TAHER,,0,0
31-35-105-001-0000,Acquisition Method Failure,NO_CLAIM,,NOT_CHECKABLE,no-county-checkable-claim,,0,,,1,0
31-35-105-002-0000,Acquisition Method Failure,NO_CLAIM,,NOT_CHECKABLE,no-county-checkable-claim,,0,,,1,0
31-35-105-003-0000,Acquisition Method Failure,NO_CLAIM,,NOT_CHECKABLE,no-county-checkable-claim,,0,,,2,0
31-35-201-010-0000,Deed Issued,CLAIM_UNCLEAR,,NOT_CHECKABLE,status-semantics-unresolved,,0,,,0,0
31-35-202-014-0000,Sold,DISPOSED,2019-01-04,SUPPORTED,,D1,1,wvhk-k5uv 1900741164 2018-12-01 SOUTH SUBURBAN LAND BANK -> KHAMIS ABUZIR,,2,0
31-35-203-017-0000,Sold,DISPOSED,2024-03-01,SUPPORTED,,D1,1,wvhk-k5uv 2411424131 2024-02-14 SOUTH SUBURBAN LAND BANK AND DEVELOPMENT AUTHORITY -> DANTE  CLANTON,,2,0
31-35-204-015-0000,Sold,DISPOSED,2016-10-01,SUPPORTED,,D1,1,wvhk-k5uv 1629210052 2016-10-14 SOUTH SUBURBAN LAND BANK AND DEVELOPMENT AUTHORITY -> ADELA SAJDEL,,0,0
31-35-205-003-0000,Sold,DISPOSED,2023-10-31,SUPPORTED,,D1,1,wvhk-k5uv 2331041065 2023-10-06 SOUTH SUBURBAN LAND BANK AND DEVELOPMENT AUTHORITY ->  JOSE A.   RUELAS,,2,0
31-35-205-008-0000,Sold,DISPOSED,2019-10-18,SUPPORTED,,D1,1,wvhk-k5uv 1929041090 2019-10-07 SOUTH SUBURBAN LAND BANK -> CHICAGO TITLE LAND TRUST,,1,0
31-35-205-009-0000,Sold,DISPOSED,2023-10-03,SUPPORTED,,D1,1,"wvhk-k5uv 2328628027 2023-09-15 SOUTH SUBURBAN LAND BANK AND DEVELOPMENT AUTHORITY -> CASTLE RIDGE BUILDERS, LLC",,1,0
31-35-206-022-0000,Sold,DISPOSED,2024-03-19,SUPPORTED,,D1,1,wvhk-k5uv 2408922046 2024-03-12 SOUTH SUBURBAN LAND BANK AND DEVELOPMENT AUTHORITY -> JDE INVESTMENTS LLC,,0,0
31-35-208-027-0000,Sold,DISPOSED,2025-06-12,UNSUPPORTED_NO_RECORD,,D4,1,"wvhk-k5uv,3723-97qp   no machine-readable record found in the queried datasets",,0,0
31-35-208-032-0000,Sold,DISPOSED,2024-04-04,SUPPORTED,,D1,1,"wvhk-k5uv 2410102160 2024-03-18 SOUTH SUBURBAN LAND BANK AND DEVELOPMENT AUTHORITY -> MAGSINO GROUP, LLC",,2,0
31-35-210-035-0000,Sold,DISPOSED,2023-10-10,SUPPORTED,,D1,1,wvhk-k5uv 2329133172 2023-09-15 SOUTH SUBURBAN LAND BANK AND DEVELOPMENT AUTHORITY -> GUSTAVO ARIAS,,0,0
31-35-212-003-0000,Acquisition Method Failure,NO_CLAIM,2017-06-01,NOT_CHECKABLE,no-county-checkable-claim,,0,,,0,0
31-35-213-049-0000,Acquisition Method Failure,NO_CLAIM,,NOT_CHECKABLE,no-county-checkable-claim,,0,,,2,0
31-35-331-006-0000,Secured Inventory - Active,HELD,,UNSUPPORTED_NO_RECORD,,H4,1,"wvhk-k5uv,3723-97qp   no machine-readable record found in the queried datasets",,4,0
31-35-331-007-0000,Secured Inventory - Active,HELD,,UNSUPPORTED_NO_RECORD,,H4,1,"wvhk-k5uv,3723-97qp   no machine-readable record found in the queried datasets",,4,0
31-35-331-008-0000,Secured Inventory - Active,HELD,,UNSUPPORTED_NO_RECORD,,H4,1,"wvhk-k5uv,3723-97qp   no machine-readable record found in the queried datasets",,4,0
31-35-331-009-0000,Secured Inventory - Active,HELD,,UNSUPPORTED_NO_RECORD,,H4,1,"wvhk-k5uv,3723-97qp   no machine-readable record found in the queried datasets",,4,0
31-35-331-010-0000,Secured Inventory - Active,HELD,,UNSUPPORTED_NO_RECORD,,H4,1,"wvhk-k5uv,3723-97qp   no machine-readable record found in the queried datasets",,4,0
31-35-331-011-0000,Secured Inventory - Active,HELD,,UNSUPPORTED_NO_RECORD,,H4,1,"wvhk-k5uv,3723-97qp   no machine-readable record found in the queried datasets",,4,0
31-35-332-018-0000,Secured Inventory - Active,HELD,,UNSUPPORTED_NO_RECORD,,H4,1,"wvhk-k5uv,3723-97qp   no machine-readable record found in the queried datasets",,4,0
31-35-333-001-0000,Secured Inventory - Active,HELD,,UNSUPPORTED_NO_RECORD,,H4,1,"wvhk-k5uv,3723-97qp   no machine-readable record found in the queried datasets",,4,0
31-35-333-002-0000,Associated Parcel - Inventory,NO_CLAIM,,NOT_CHECKABLE,no-county-checkable-claim,,0,,,4,0
31-35-333-003-0000,Associated Parcel - Inventory,NO_CLAIM,,NOT_CHECKABLE,no-county-checkable-claim,,0,,,4,0
31-35-333-015-0000,Associated Parcel - Inventory,NO_CLAIM,,NOT_CHECKABLE,no-county-checkable-claim,,0,,,4,0
31-35-333-016-0000,Associated Parcel - Inventory,NO_CLAIM,,NOT_CHECKABLE,no-county-checkable-claim,,0,,,4,0
31-35-410-017-0000,Sold,DISPOSED,2021-06-17,AMBIGUOUS,,D5,3,wvhk-k5uv 2203821365 2022-01-20 GLENDA DEVELOPMENT LLC -> AARON  LESLIE,,2,0
31-35-410-024-0000,Sold,DISPOSED,2023-10-30,SUPPORTED,,D1,1,"wvhk-k5uv 2330613219 2023-10-06 SOUTH SUBURBAN LAND BANK AND DEVELOPMENT AUTHORITY -> JACKSON ALEX & ASSOCIATES, INC",,1,0
31-35-410-031-0000,Sold,DISPOSED,2024-01-09,SUPPORTED,,D1,1,wvhk-k5uv 2401813117 2023-12-21 SOUTH SUBURBAN LAND BANK AND DEVELOPMENT AUTHORITY -> RICARDO  SOLIS,,2,1
31-35-413-011-0000,Sold,DISPOSED,2025-03-18,CONTRADICTED,,D3,5,wvhk-k5uv 2527329087 2025-09-26 LISA C. GRAY -> KEVIN VALENTINE,,2,0
31-35-414-003-0000,Acquisition Method Failure,NO_CLAIM,,NOT_CHECKABLE,no-county-checkable-claim,,0,,,0,0
